"year","employ","sector","region"
2000,758.895513991833,10,"KOR"
2000,524.895086099765,11,"KOR"
2000,147.073036126804,12,"KOR"
2000,12693,13,"KOR"
2000,261,14,"LTU"
2000,7.90000000000001,4,"LTU"
2000,56.6,1,"LTU"
2000,67.4,2,"LTU"
2000,40.6,3,"LTU"
2000,6.2,5,"LTU"
2000,2.6,6,"LTU"
2000,8.9,7,"LTU"
2000,12.2,8,"LTU"
2000,14.1,9,"LTU"
2000,14.4,10,"LTU"
2000,9.3,11,"LTU"
2000,16.3,12,"LTU"
2000,769.5,13,"LTU"
2000,14909.838235298,14,"RoW"
2000,1816.98914138245,4,"RoW"
2000,3752.22447403134,1,"RoW"
2000,2008.124769251,2,"RoW"
2000,1809.64925122963,3,"RoW"
2000,747.314030184864,5,"RoW"
2000,899.820380356057,6,"RoW"
2000,718.450474844762,7,"RoW"
2000,2413.97512849832,8,"RoW"
2000,1002.58662511296,9,"RoW"
2000,1932.60757077004,10,"RoW"
2000,1060.13223695405,11,"RoW"
2000,971.856827392175,12,"RoW"
2000,64446.5977543977,13,"RoW"
2000,6400.14654099505,14,"MEX"
2000,258.995232471285,4,"MEX"
2000,1315.97347611476,1,"MEX"
2000,1402.33099953979,2,"MEX"
2000,468.384748101582,3,"MEX"
2000,316.67051530046,5,"MEX"
2000,359.527558423482,6,"MEX"
2000,301.97838706184,7,"MEX"
2000,473.879288909922,8,"MEX"
2000,328.70823068698,9,"MEX"
2000,1240.99271648891,10,"MEX"
2000,939.808470634543,11,"MEX"
2000,460.97928607476,12,"MEX"
2000,21229.3659251105,13,"MEX"
2000,279.912,14,"NLD"
2000,15.887,4,"NLD"
2000,159.066,1,"NLD"
2000,32.071,2,"NLD"
2000,155.168,3,"NLD"
2000,72.619,5,"NLD"
2000,36.638,6,"NLD"
2000,36.621,7,"NLD"
2000,134.287,8,"NLD"
2000,94.815,9,"NLD"
2000,101.263,10,"NLD"
2000,58.137,11,"NLD"
2000,152.11,12,"NLD"
2000,6268.63,13,"NLD"
2000,3942.8,14,"POL"
2000,263.9,4,"POL"
2000,501.6,1,"POL"
2000,403,2,"POL"
2000,293.3,3,"POL"
2000,115.5,5,"POL"
2000,122.5,6,"POL"
2000,173.7,7,"POL"
2000,310.3,8,"POL"
2000,231.1,9,"POL"
2000,183.4,10,"POL"
2000,180.2,11,"POL"
2000,195.3,12,"POL"
2000,7337.9,13,"POL"
2000,634.3,14,"PRT"
2000,18.1,4,"PRT"
2000,121.6,1,"PRT"
2000,345.7,2,"PRT"
2000,117.2,3,"PRT"
2000,23.5,5,"PRT"
2000,24.8,6,"PRT"
2000,74,7,"PRT"
2000,101.3,8,"PRT"
2000,46.8,9,"PRT"
2000,61.5,10,"PRT"
2000,41.7,11,"PRT"
2000,69.9,12,"PRT"
2000,2988.9,13,"PRT"
2000,4988.4,14,"ROU"
2000,206,4,"ROU"
2000,221.3,1,"ROU"
2000,495.1,2,"ROU"
2000,240.9,3,"ROU"
2000,64.9,5,"ROU"
2000,31.6,6,"ROU"
2000,92.2,7,"ROU"
2000,230.9,8,"ROU"
2000,256.3,9,"ROU"
2000,82.1,10,"ROU"
2000,126.6,11,"ROU"
2000,15.4,12,"ROU"
2000,3130.4,13,"ROU"
2000,18803.3712579161,14,"RUS"
2000,1201.25283814282,4,"RUS"
2000,1770.55155140623,1,"RUS"
2000,1022.07356740093,2,"RUS"
2000,924.770793880953,3,"RUS"
2000,666.830581798345,5,"RUS"
2000,199.346369972648,6,"RUS"
2000,766.157925995021,7,"RUS"
2000,1202.18745064978,8,"RUS"
2000,2054.06334209736,9,"RUS"
2000,981.943884638845,10,"RUS"
2000,1332.70496054855,11,"RUS"
2000,360.304412294331,12,"RUS"
2000,33440.7848240156,13,"RUS"
2000,115.874,14,"SVK"
2000,20.212,4,"SVK"
2000,63.602,1,"SVK"
2000,80.329,2,"SVK"
2000,57.272,3,"SVK"
2000,20.673,5,"SVK"
2000,17.282,6,"SVK"
2000,28.818,7,"SVK"
2000,78.31,8,"SVK"
2000,58.515,9,"SVK"
2000,57.321,10,"SVK"
2000,24.808,11,"SVK"
2000,21.833,12,"SVK"
2000,1208.272,13,"SVK"
2000,106.508,14,"SVN"
2000,6.436,4,"SVN"
2000,23.066,1,"SVN"
2000,43.409,2,"SVN"
2000,30.181,3,"SVN"
2000,13.908,5,"SVN"
2000,12.573,6,"SVN"
2000,10.592,7,"SVN"
2000,40.933,8,"SVN"
2000,24.079,9,"SVN"
2000,29.43,10,"SVN"
2000,10.387,11,"SVN"
2000,16.742,12,"SVN"
2000,480.943,13,"SVN"
2000,127.4,14,"SWE"
2000,10.3,4,"SWE"
2000,67.5,1,"SWE"
2000,14,2,"SWE"
2000,138.9,3,"SWE"
2000,41.6,5,"SWE"
2000,27.2,6,"SWE"
2000,19,7,"SWE"
2000,117.7,8,"SWE"
2000,103.1,9,"SWE"
2000,104.4,10,"SWE"
2000,99.2,11,"SWE"
2000,55.2,12,"SWE"
2000,3073.10000000532,13,"SWE"
2000,7769,14,"TUR"
2000,102.525198889392,4,"TUR"
2000,626.622700383815,1,"TUR"
2000,1047.80252993218,2,"TUR"
2000,272.432344430765,3,"TUR"
2000,130.538075352675,5,"TUR"
2000,132.932202377685,6,"TUR"
2000,202.238997823059,7,"TUR"
2000,434.508819053329,8,"TUR"
2000,216.669592980225,9,"TUR"
2000,179.506860470096,10,"TUR"
2000,185.118027108915,11,"TUR"
2000,188.10465119786,12,"TUR"
2000,7725.56986898424,13,"TUR"
2000,738,14,"TWN"
2000,25.5761441708796,4,"TWN"
2000,117.251231326725,1,"TWN"
2000,307.153637930354,2,"TWN"
2000,154.514490993998,3,"TWN"
2000,150.854754899987,5,"TWN"
2000,211.087730986888,6,"TWN"
2000,92.0965008722703,7,"TWN"
2000,389.518272526598,8,"TWN"
2000,175.407469594599,9,"TWN"
2000,742.922096035553,10,"TWN"
2000,144.509768654158,11,"TWN"
2000,162.107902007991,12,"TWN"
2000,5418,13,"TWN"
2000,2343.02363377086,14,"USA"
2000,702.540113857802,4,"USA"
2000,1877.92799672571,1,"USA"
2000,1204.43115812299,2,"USA"
2000,2980.56208549453,3,"USA"
2000,1058.05457879187,5,"USA"
2000,988.953619469319,6,"USA"
2000,582.894313293908,7,"USA"
2000,2421.57305201414,8,"USA"
2000,1521.25484494571,9,"USA"
2000,2688.74020241276,10,"USA"
2000,2114.39935409161,11,"USA"
2000,1199.42194757493,12,"USA"
2000,100064.437445002,13,"USA"
